date,store_nbr,cluster,holiday,High Sales Volume,dcoilwtico,onpromotion,sales,-1_day_sales,-2_day_sales
2015-11-03,1,13,1,0,0.2490311288911114,0.08333333333333333,0.019282063816353303,0.01172233581825728,0.021416725110141244
2015-11-06,1,13,1,1,0.20452556569571195,0.2,0.04852277200639362,0.019282063816353303,0.01172233581825728
2015-11-10,1,13,1,0,0.20340042505313155,0.08333333333333333,0.040118612060346795,0.04852277200639362,0.019282063816353303
2015-11-11,1,13,1,1,0.18739842480310037,0.11666666666666667,0.05480536164502789,0.040118612060346795,0.04852277200639362
2015-11-12,1,13,1,0,0.17227153394174272,0.08333333333333333,0.039317115640906175,0.05480536164502789,0.040118612060346795
2015-11-27,1,13,1,1,0.15764470558819849,0.21666666666666667,0.04764366399762515,0.039317115640906175,0.05480536164502789
2015-11-30,1,13,1,1,0.15589448681085133,0.05,0.04989252727771056,0.04764366399762515,0.039317115640906175
2015-12-08,1,13,1,0,0.11876484560570066,0.05,0.04435981757615495,0.04989252727771056,0.04764366399762515
2015-12-21,1,13,1,1,0.08238529816227019,0.13333333333333333,0.060747789113978934,0.04435981757615495,0.04989252727771056
2015-12-22,1,13,1,1,0.10201275159394918,0.3,0.12506849135489265,0.060747789113978934,0.04435981757615495
2015-12-23,1,13,1,1,0.11001375171896483,0.18333333333333332,0.06808164413272215,0.12506849135489265,0.060747789113978934
2015-12-24,1,13,1,1,0.12076509563695453,0.1,0.05427177677768273,0.06808164413272215,0.12506849135489265
2015-12-31,1,13,1,0,0.11463932991623954,0.08333333333333333,0.04383053892700846,0.05427177677768273,0.06808164413272215
2016-02-08,1,13,1,0,0.02187773471683957,0.06666666666666667,0.011876822953349112,0.04383053892700846,0.05427177677768273
2016-02-09,1,13,1,0,0.0,0.06666666666666667,0.01665015266895047,0.011876822953349112,0.04383053892700846
2016-03-02,1,13,1,1,0.08263532941617696,0.2,0.059310321987360776,0.01665015266895047,0.011876822953349112
2016-04-01,1,13,1,1,0.09251156394549315,0.21666666666666667,0.05612478773161217,0.059310321987360776,0.01665015266895047
2016-04-12,1,13,1,0,0.17702212776597065,0.1,0.04037906143876532,0.05612478773161217,0.059310321987360776
2016-04-14,1,13,1,0,0.16864608076009496,0.11666666666666667,0.03891764227109617,0.04037906143876532,0.05612478773161217
2016-04-18,1,13,1,1,0.14726840855106887,0.13333333333333333,0.0914620502899878,0.03891764227109617,0.04037906143876532
2016-04-19,1,13,1,1,0.1615201900237529,0.2,0.08730737609030664,0.0914620502899878,0.03891764227109617
2016-04-20,1,13,1,1,0.1845230653831728,0.21666666666666667,0.07779604882645523,0.08730737609030664,0.0914620502899878
2016-04-21,1,13,1,1,0.19027378422302782,0.3333333333333333,0.11479260896098854,0.07779604882645523,0.08730737609030664
2016-04-22,1,13,1,1,0.18502312789098635,0.21666666666666667,0.06296970634788197,0.11479260896098854,0.07779604882645523
2016-04-25,1,13,1,0,0.17139642455306908,0.16666666666666666,0.04064229719366533,0.06296970634788197,0.11479260896098854
2016-04-26,1,13,1,0,0.18202275284410546,0.16666666666666666,0.043081198824419506,0.04064229719366533,0.06296970634788197
2016-04-27,1,13,1,1,0.21665208151018872,0.21666666666666667,0.05192914424673526,0.043081198824419506,0.04064229719366533
2016-04-28,1,13,1,0,0.22590323790473804,0.2,0.04435367592069129,0.05192914424673526,0.043081198824419506
2016-04-29,1,13,1,1,0.22527815976997118,0.26666666666666666,0.05023326250246747,0.04435367592069129,0.05192914424673526
2016-05-02,1,13,1,1,0.20990123765470675,0.18333333333333332,0.04758145430154595,0.05023326250246747,0.04435367592069129
2016-05-03,1,13,1,0,0.19614951868983616,0.16666666666666666,0.04403584628858994,0.04758145430154595,0.05023326250246747
2016-05-04,1,13,1,1,0.19764970621327665,0.23333333333333334,0.059555552185742565,0.04403584628858994,0.04758145430154595
2016-05-05,1,13,1,1,0.20465058132266528,0.18333333333333332,0.045436156192024284,0.059555552185742565,0.04403584628858994
2016-05-06,1,13,1,1,0.2077759719964995,0.23333333333333334,0.054557880752081324,0.045436156192024284,0.059555552185742565
2016-05-09,1,13,1,1,0.1936492061507688,0.18333333333333332,0.04877019476331822,0.054557880752081324,0.045436156192024284
2016-05-10,1,13,1,0,0.20902612826603323,0.13333333333333333,0.03825646959839532,0.04877019476331822,0.054557880752081324
2016-05-11,1,13,1,1,0.22815351918989873,0.18333333333333332,0.05423129334352773,0.03825646959839532,0.04877019476331822
2016-05-12,1,13,1,1,0.23352919114889353,0.3333333333333333,0.07898705659308428,0.05423129334352773,0.03825646959839532
2016-05-13,1,13,1,1,0.22827853481685206,0.21666666666666667,0.04755011483313197,0.07898705659308428,0.05423129334352773
2016-05-16,1,13,1,1,0.24703087885985736,0.21666666666666667,0.05111691342609547,0.04755011483313197,0.07898705659308428
2016-05-24,1,13,1,0,0.2510313789223652,0.2,0.037768575491744345,0.05111691342609547,0.04755011483313197
2016-05-27,1,13,0,0,0.2675334416802099,0.26666666666666666,0.02319058179387418,0.037768575491744345,0.05111691342609547
2016-06-23,1,13,1,0,0.26728341042630327,0.23333333333333334,0.03850531668785814,0.02319058179387418,0.037768575491744345
2016-07-25,1,13,1,0,0.18052256532066496,0.23333333333333334,0.03893571011620935,0.03850531668785814,0.02319058179387418
2016-08-05,1,13,1,1,0.173396674584323,0.26666666666666666,0.05099448726897597,0.03893571011620935,0.03850531668785814
2016-08-10,1,13,1,1,0.17239654956869604,0.25,0.04922777923965865,0.05099448726897597,0.03893571011620935
2016-08-12,1,13,0,0,0.20640080010001244,0.3,0.021177646948655614,0.04922777923965865,0.05099448726897597
2016-08-15,1,13,1,1,0.22202775346918363,0.21666666666666667,0.04944592220437616,0.021177646948655614,0.04922777923965865
2016-08-24,1,13,1,1,0.2291536442055256,0.21666666666666667,0.053399786279032406,0.04944592220437616,0.021177646948655614
2016-09-28,1,13,1,1,0.23890486310788844,0.23333333333333334,0.053386203212756785,0.053399786279032406,0.04944592220437616
2016-10-07,1,13,1,1,0.27253406675834474,0.3,0.047358307486366165,0.053386203212756785,0.053399786279032406
2016-11-02,1,13,1,0,0.21702712839104882,0.2833333333333333,0.0192029095461568,0.047358307486366165,0.053386203212756785
2016-11-03,1,13,1,0,0.20877609701212646,0.23333333333333334,0.01607720244772995,0.0192029095461568,0.047358307486366165
2016-11-04,1,13,1,0,0.20140017502187774,0.2833333333333333,0.03208471005678435,0.01607720244772995,0.0192029095461568
2016-11-07,1,13,1,1,0.21152644080510058,0.25,0.0492527320508021,0.03208471005678435,0.01607720244772995
2016-11-10,1,13,1,0,0.20827603450431292,0.23333333333333334,0.04249023370339152,0.0492527320508021,0.03208471005678435
2016-11-11,1,13,1,1,0.1928991123890486,0.3,0.04729369760309426,0.04249023370339152,0.0492527320508021
2016-11-25,1,13,1,1,0.2345293161645205,0.31666666666666665,0.05034830538479698,0.04729369760309426,0.04249023370339152
2016-11-28,1,13,1,1,0.22127765970746333,0.23333333333333334,0.04976331581631275,0.05034830538479698,0.04729369760309426
2016-12-05,1,13,1,0,0.29703712964120504,0.25,0.045206967383132776,0.04976331581631275,0.05034830538479698
2016-12-06,1,13,1,0,0.28741092636579574,0.25,0.01872874592212287,0.045206967383132776,0.04976331581631275
2016-12-08,1,13,1,1,0.2860357544693087,0.3,0.04710999607882005,0.01872874592212287,0.045206967383132776
2016-12-21,1,13,1,1,0.29353669208651073,0.2833333333333333,0.07503683847752005,0.04710999607882005,0.01872874592212287
2016-12-22,1,13,1,1,0.3002875359419926,0.5666666666666667,0.13436073717252905,0.07503683847752005,0.04710999607882005
2016-12-23,1,13,1,1,0.3006625828228528,0.3333333333333333,0.07770794783773509,0.13436073717252905,0.07503683847752005
2017-02-27,1,13,1,0,0.32604075509438674,0.18333333333333332,0.011359050045836119,0.07770794783773509,0.13436073717252905
2017-02-28,1,13,1,0,0.3255406925865732,0.25,0.022426408700537283,0.011359050045836119,0.07770794783773509
2017-03-02,1,13,1,1,0.30841355169396173,0.23333333333333334,0.05316210545836051,0.022426408700537283,0.011359050045836119
2017-04-12,1,13,1,1,0.3145393174146767,0.26666666666666666,0.05848683769389709,0.05316210545836051,0.022426408700537283
2017-04-13,1,13,0,1,0.31541442680335036,0.26666666666666666,0.04726421848738327,0.05848683769389709,0.05316210545836051
2017-04-21,1,13,1,1,0.27103387923490435,0.3,0.05534834793763994,0.04726421848738327,0.05848683769389709
2017-05-01,1,13,1,0,0.2609076134516814,0.25,0.015951790590625074,0.05534834793763994,0.04726421848738327
2017-05-12,1,13,1,1,0.24840605075634442,0.31666666666666665,0.0552368638103695,0.015951790590625074,0.05534834793763994
2017-05-24,1,13,1,1,0.28791098887360916,0.26666666666666666,0.05925794973671322,0.0552368638103695,0.015951790590625074
2017-05-26,1,13,0,0,0.27028378547318405,0.31666666666666665,0.024096891232064366,0.05925794973671322,0.0552368638103695
2017-06-23,1,13,1,1,0.18627328416051997,0.3,0.04989599052359068,0.024096891232064366,0.05925794973671322
2017-07-24,1,13,1,1,0.22815351918989873,0.2,0.04598844009557828,0.04989599052359068,0.024096891232064366
2017-07-25,1,13,1,0,0.24765595699462434,0.21666666666666667,0.04273374888912524,0.04598844009557828,0.04989599052359068
2017-08-10,1,13,1,0,0.25728216027003364,0.21666666666666667,0.044881704645365464,0.04273374888912524,0.04598844009557828
2017-08-11,1,13,0,0,0.26065758219777474,0.3,0.02178851119948879,0.044881704645365464,0.04273374888912524
2017-08-15,1,13,1,0,0.24515564445555688,0.23333333333333334,0.04058257488881177,0.02178851119948879,0.044881704645365464
2013-04-01,2,13,1,0,0.8643580447555941,0.0,0.03143561514264744,0.025064172899580437,0.02280551369979335
2013-04-12,2,13,1,0,0.7909738717339667,0.0,0.027686857029782283,0.03143561514264744,0.025064172899580437
2013-04-29,2,13,1,0,0.8267283410426303,0.0,0.02456041388779158,0.027686857029782283,0.03143561514264744
2013-05-01,2,13,1,0,0.7848481060132515,0.0,0.03963207584506608,0.02456041388779158,0.027686857029782283
2013-05-24,2,13,1,0,0.823602950368796,0.0,0.030272215757593902,0.03963207584506608,0.02456041388779158
2013-06-25,2,13,1,1,0.8412301537692211,0.0,0.07706596005228382,0.030272215757593902,0.03963207584506608
2013-07-03,2,13,1,1,0.9246155769471183,0.0,0.06532250022495492,0.07706596005228382,0.030272215757593902
2013-07-23,2,13,1,0,0.9897487185898235,0.0,0.025314157794044643,0.06532250022495492,0.07706596005228382
2013-07-24,2,13,1,0,0.9682460307538441,0.0,0.02625305870140763,0.025314157794044643,0.06532250022495492
2013-07-25,2,13,1,0,0.9689961245155643,0.0,0.024125840894718142,0.02625305870140763,0.025314157794044643
2013-08-05,2,13,1,0,0.9832479059882484,0.0,0.03127361704114594,0.024125840894718142,0.02625305870140763
2013-08-15,2,13,1,0,0.9934991873984247,0.0,0.024714698584949773,0.03127361704114594,0.024125840894718142
2013-10-07,2,13,1,0,0.9389923740467556,0.0,0.029344277642944963,0.024714698584949773,0.03127361704114594
2013-10-09,2,13,1,0,0.9209901237654705,0.0,0.03217844608706243,0.029344277642944963,0.024714698584949773
2013-10-11,2,13,0,0,0.9277409676209525,0.0,0.03738035974733123,0.03217844608706243,0.029344277642944963
2013-11-06,2,13,1,0,0.834854356794599,0.0,0.036686153356433326,0.03738035974733123,0.03217844608706243
2013-11-07,2,13,1,0,0.828728591073884,0.0,0.02658676154379286,0.036686153356433326,0.03738035974733123
2013-11-11,2,13,1,0,0.8397299662457804,0.0,0.03426296921447561,0.02658676154379286,0.036686153356433326
2013-11-12,2,13,1,0,0.8146018252281535,0.0,0.027878190983226348,0.03426296921447561,0.02658676154379286
2013-12-05,2,13,1,0,0.8648581072634078,0.0,0.03057111796197154,0.027878190983226348,0.03426296921447561
2013-12-06,2,13,1,0,0.8691086385798223,0.0,0.03595685772370448,0.03057111796197154,0.027878190983226348
2013-12-23,2,13,1,1,0.8833604200525065,0.0,0.06596650616088309,0.03595685772370448,0.03057111796197154
2013-12-24,2,13,1,1,0.8864858107263407,0.0,0.05200840440754321,0.06596650616088309,0.03595685772370448
2013-12-26,2,13,1,0,0.8903612951618951,0.0,0.03440213024077601,0.05200840440754321,0.06596650616088309
2013-12-31,2,13,1,0,0.8777347168396048,0.0,0.044667651965050736,0.03440213024077601,0.05200840440754321
2014-03-03,2,13,1,1,0.9673709213651704,0.0,0.0486733899815948,0.044667651965050736,0.03440213024077601
2014-03-04,2,13,1,1,0.9461182647830977,0.0,0.06936746344603568,0.0486733899815948,0.044667651965050736
2014-04-01,2,13,1,0,0.8967370921365168,0.0,0.03749966732212942,0.06936746344603568,0.0486733899815948
2014-04-14,2,13,1,0,0.9512439054881858,0.0,0.037005241218153,0.03749966732212942,0.06936746344603568
2014-04-21,2,13,1,0,0.9549943742967868,0.0,0.034426169485859956,0.037005241218153,0.03749966732212942
2014-05-01,2,13,1,0,0.8967370921365168,0.0,0.03798298529333688,0.034426169485859956,0.037005241218153
2014-05-12,2,13,1,0,0.9117389673709211,0.0,0.030655865747996003,0.03798298529333688,0.034426169485859956
2014-06-12,2,13,1,0,0.9906238279784971,0.03333333333333333,0.027021488182067215,0.030655865747996003,0.03798298529333688
2014-06-20,2,13,1,0,0.9999999999999998,0.16666666666666666,0.03778438433714676,0.027021488182067215,0.030655865747996003
2014-06-23,2,13,1,0,0.9859982497812225,0.05,0.03755416153757882,0.03778438433714676,0.027021488182067215
2014-06-25,2,13,1,1,0.9886235779472432,0.4666666666666667,0.14119641216130588,0.03755416153757882,0.03778438433714676
2014-06-30,2,13,1,0,0.9764970621327662,0.05,0.037210149932726685,0.14119641216130588,0.03755416153757882
2014-07-01,2,13,1,1,0.976372046505813,0.11666666666666667,0.05708107961468971,0.037210149932726685,0.14119641216130588
2014-07-03,2,13,1,1,0.9601200150018752,0.2,0.10461343168705592,0.05708107961468971,0.037210149932726685
2014-07-08,2,13,1,1,0.9513689211151393,0.06666666666666667,0.04856188093888637,0.10461343168705592,0.05708107961468971
2014-07-09,2,13,1,1,0.9372421552694086,0.1,0.053450127921484056,0.04856188093888637,0.10461343168705592
2014-07-23,2,13,1,1,0.948243530441305,0.11666666666666667,0.057344444099352646,0.053450127921484056,0.04856188093888637
2014-07-24,2,13,1,0,0.9351168896112012,0.1,0.04511062768958511,0.057344444099352646,0.053450127921484056
2014-07-25,2,13,1,1,0.9659957494686835,0.21666666666666667,0.0545231237160902,0.04511062768958511,0.057344444099352646
2014-08-05,2,13,1,0,0.8673584198024751,0.05,0.03526434558258966,0.0545231237160902,0.04511062768958511
2014-08-15,2,13,1,0,0.8668583572946615,0.16666666666666666,0.0381646437516962,0.03526434558258966,0.0545231237160902
2014-10-07,2,13,1,1,0.7617202150268783,0.08333333333333333,0.05285551268879105,0.0381646437516962,0.03526434558258966
2014-10-09,2,13,1,0,0.7225903237904736,0.05,0.04290343132695907,0.05285551268879105,0.0381646437516962
2014-10-10,2,13,0,1,0.7239654956869608,0.21666666666666667,0.05376504659991399,0.04290343132695907,0.05285551268879105
2014-11-03,2,13,1,1,0.6352044005500685,0.15,0.08461148417444106,0.05376504659991399,0.04290343132695907
2014-11-06,2,13,1,1,0.6239529941242654,0.05,0.05068754568327471,0.08461148417444106,0.05376504659991399
2014-11-07,2,13,1,1,0.6344543067883484,0.15,0.055477542788745754,0.05068754568327471,0.08461148417444106
2014-11-10,2,13,1,1,0.6184523065383172,0.15,0.047812370580804515,0.055477542788745754,0.05068754568327471
2014-11-11,2,13,1,1,0.6237029628703585,0.05,0.05179642801372736,0.047812370580804515,0.055477542788745754
2014-11-12,2,13,1,1,0.6150768846105761,0.08333333333333333,0.05361432896296086,0.05179642801372736,0.047812370580804515
2014-11-28,2,13,1,1,0.47480935116889594,0.16666666666666666,0.05244682891207206,0.05361432896296086,0.05179642801372736
2014-12-01,2,13,1,1,0.5128141017627204,0.1,0.06408241319806554,0.05244682891207206,0.05361432896296086
2014-12-05,2,13,1,1,0.4741842730341292,0.16666666666666666,0.0700649462170288,0.06408241319806554,0.05244682891207206
2014-12-08,2,13,1,1,0.43967995999499926,0.03333333333333333,0.059501938315768686,0.0700649462170288,0.06408241319806554
2014-12-22,2,13,1,1,0.3411676459557444,0.36666666666666664,0.15599113279650134,0.059501938315768686,0.0700649462170288
2014-12-23,2,13,1,1,0.3602950368796099,0.15,0.08251132868597788,0.15599113279650134,0.059501938315768686
2014-12-24,2,13,1,1,0.34679334916864607,0.13333333333333333,0.07783362130693883,0.08251132868597788,0.15599113279650134
2014-12-26,2,13,1,1,0.33291661457682203,0.5,0.13396976411964542,0.07783362130693883,0.08251132868597788
2014-12-31,2,13,1,1,0.318664833104138,0.2,0.07149847255187211,0.13396976411964542,0.07783362130693883
2015-01-02,2,13,1,0,0.309538692336542,0.18333333333333332,0.04191529336156183,0.07149847255187211,0.13396976411964542
2015-02-17,2,13,1,0,0.32004000500062507,0.1,0.03942470880727773,0.04191529336156183,0.07149847255187211
2015-03-02,2,13,1,0,0.2704088011001375,0.05,0.04106949314080827,0.03942470880727773,0.04191529336156183
2015-04-01,2,13,1,1,0.277034629328666,0.11666666666666667,0.04586757115333294,0.04106949314080827,0.03942470880727773
2015-04-14,2,13,1,0,0.3167895986998374,0.08333333333333333,0.03194726404313201,0.04586757115333294,0.04106949314080827
2015-04-21,2,13,1,0,0.34529316164520557,0.15,0.03476922184634961,0.03194726404313201,0.04586757115333294
2015-05-01,2,13,1,1,0.3892986623327916,0.21666666666666667,0.045650719638817734,0.03476922184634961,0.03194726404313201
2015-05-12,2,13,1,0,0.4095511938992373,0.16666666666666666,0.03974318624076673,0.045650719638817734,0.03476922184634961
2015-06-23,2,13,1,1,0.41367670958869845,0.23333333333333334,0.05460306905144278,0.03974318624076673,0.045650719638817734
2015-06-25,2,13,1,1,0.3954244280535067,0.45,0.1387265780142915,0.05460306905144278,0.03974318624076673
2015-07-23,2,13,1,1,0.25190648831103885,0.13333333333333333,0.04590204581436021,0.1387265780142915,0.05460306905144278
2015-07-24,2,13,1,1,0.250281285160645,0.23333333333333334,0.056337445147399655,0.04590204581436021,0.1387265780142915
2015-08-05,2,13,1,1,0.2146518314789348,0.18333333333333332,0.06203978745591312,0.056337445147399655,0.04590204581436021
2015-08-10,2,13,1,1,0.21227653456682077,0.13333333333333333,0.05677651745331615,0.06203978745591312,0.056337445147399655
2015-08-24,2,13,1,1,0.1282660332541567,0.15,0.053824702463599584,0.05677651745331615,0.06203978745591312
